zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,daysOnZillow,zestimate,rentZestimate,timeOnZillow,taxAssessedValue,lotAreaValue,dateSold,CalendarYear built,Price per sqft,HasFlooring,HasHeating,HasCooling,GarageSpaces,HasLaundary,FirePlaces,HasPool,HasSecurity,Stories,Livability,Crime,Employment,Housing,Schools,homeType_CONDO,homeType_MANUFACTURED,homeType_MULTI_FAMILY,homeType_SINGLE_FAMILY,homeType_TOWNHOUSE
15629757,1919 Alameda De Las Pulgas APT 3,94403,San Mateo,CA,37.546647,-122.320076,-0.5648785577410407,2,2,-0.6453216974120687,21,-0.6112050202541484,4500,18:13.0,738357,627.0,00:00.0,1974,864.0,Yes,Yes,No,0,Yes,1,Yes,Yes,2,74,B-,B+,C+,C,1.0,0.0,0.0,0.0,0.0
15520012,731 Edgewood Rd,94402,San Mateo,CA,37.569338,-122.3503,0.9631807560366931,2,3,-0.07858979071715438,26,1.0542079423319186,5429,18:00.0,1670446,6211.0,00:00.0,1955,1575.0,Yes,Yes,Yes,1,Yes,0,No,No,0,74,B-,B+,C+,C,0.0,0.0,0.0,1.0,0.0
15528896,14 Murphy Pl,94402,San Mateo,CA,37.542035,-122.33009,0.526148015912985,3,4,0.2530853709618031,27,0.6393049179183552,6217,44:00.0,1035114,12074.0,00:00.0,1973,1008.0,Yes,Yes,No,1,Yes,0,No,No,0,74,B-,B+,C+,C,0.0,0.0,0.0,1.0,0.0
2081881564,20 Barneson Ave APT B,94402,San Mateo,CA,37.554046,-122.31763,-0.20414146921700746,3,2,-0.37421330438752953,27,-0.1787388261533449,3855,18:00.0,514005,19397.0,00:00.0,1978,963.0,Yes,Yes,No,0,Yes,0,No,No,0,74,B-,B+,C+,C,0.0,0.0,0.0,0.0,1.0
15525313,724 Ada St,94401,San Mateo,CA,37.570403,-122.307493,-0.32925414447149703,1,3,-0.6626264884561882,28,-0.3248076770038943,3899,53:07.0,76974,5000.0,00:00.0,1949,1188.0,Yes,Yes,No,1,Yes,1,No,Yes,1,74,B-,B+,C+,C,0.0,0.0,0.0,1.0,0.0
15535491,180 Spuraway Dr,94403,San Mateo,CA,37.548057,-122.316986,0.1070009573245888,2,3,-0.43910627080297776,35,0.1309279133739348,4684,11:00.0,1188042,5096.0,00:00.0,1954,1335.0,Yes,Yes,Yes,2,Yes,0,No,No,0,74,B-,B+,C+,C,0.0,0.0,0.0,1.0,0.0
15629241,3015 Los Prados St APT 113,94403,San Mateo,CA,37.545259,-122.28297,-0.7491788413875154,2,2,-0.6986781364647706,36,-0.7648759674314921,3028,23:10.0,273028,1460.0,00:00.0,1963,682.0,Yes,Yes,No,0,Yes,0,No,No,1,74,B-,B+,C+,C,1.0,0.0,0.0,0.0,0.0
15523819,18 S Fremont St,94401,San Mateo,CA,37.57044,-122.32108,0.22053615315743821,2,3,-0.37421330438752953,39,0.23472212713047258,4367,04:00.0,418180,8398.0,00:00.0,1950,1354.0,Yes,Yes,No,3,No,0,No,No,0,74,B-,B+,C+,C,0.0,0.0,1.0,0.0,0.0
15527635,953 Laurel Ave,94401,San Mateo,CA,37.559728,-122.317677,1.0642737386275865,3,3,-0.06416913151372144,41,1.1044717620860993,5884,54:00.0,2654328,8799.0,00:00.0,1923,1628.0,Yes,Yes,Yes,1,Yes,0,No,Yes,0,74,B-,B+,C+,C,0.0,0.0,0.0,1.0,0.0
18501503,2465 Fisher St,94806,San Pablo,CA,37.995319,-122.32406,-0.7328484365074481,3,4,-0.42396457863937315,-1,-0.7157726309533202,3295,42:02.6,175669,7000.0,00:00.0,1962,503.0,Yes,Yes,No,2,Yes,1,No,Yes,0,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
18508128,1859 Powell St,94806,San Pablo,CA,37.957803,-122.34649,-0.8650469522032317,1,2,-0.8565843547423612,0,-0.9027368814214486,2270,22:00.0,353625,3301.0,00:00.0,1955,683.0,Yes,Yes,No,1,No,0,No,No,0,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
18541730,2344 Emeric Ave,94806,Richmond,CA,37.953684,-122.346246,-0.9032289940894844,1,2,-0.8522581569813313,3,-0.9210292317767688,2199,03:15.0,104680,4200.0,00:00.0,1942,610.0,Yes,Yes,No,1,Yes,0,No,Yes,1,53,F,D,C-,F,0.0,0.0,0.0,1.0,0.0
18497312,2684 Magee Ave,94806,San Pablo,CA,37.996871,-122.313683,-0.6737479236081566,2,4,-0.23072774531337184,14,-0.6998702865962503,3599,43:06.0,438389,11875.0,00:00.0,1959,466.0,Yes,Yes,No,2,Yes,0,No,No,1,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
18497225,2714 Magee Ave,94806,San Pablo,CA,37.995932,-122.312599,-0.7126298399892694,2,4,-0.44487453448435094,15,-0.7496717747779034,3399,13:06.0,174746,8190.0,00:00.0,1959,534.0,Yes,Yes,No,2,Yes,1,No,Yes,1,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
18501894,2699 Shamrock Dr,94806,San Pablo,CA,37.989382,-122.317424,-0.7250720532312255,2,4,-0.24514840451680478,15,-0.7652638294889816,3614,43:12.0,500340,7000.0,00:00.0,1964,430.0,Yes,Yes,No,2,Yes,0,No,No,1,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
18497291,2705 Limerick Rd,94806,San Pablo,CA,37.995593,-122.315766,-0.6784137535738901,2,3,-0.5703342695542175,17,-0.7171689343602825,2900,58:00.0,211950,5998.0,00:00.0,1959,655.0,No,Yes,No,2,Yes,0,No,No,0,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
18497001,2835 Killarney Rd,94806,San Pablo,CA,37.993005,-122.310032,-0.7282603703744768,2,3,-0.5292353908244336,28,-0.7735640775192572,3096,33:07.0,360878,6820.0,00:00.0,1960,570.0,Yes,Yes,No,2,Yes,0,No,No,1,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
18514043,1010 Cedar Ter,94806,San Pablo,CA,37.958449,-122.337695,-0.8837102720661658,3,3,-0.4318959412012613,30,-0.927235024696601,3200,38:12.0,216301,286533.7061,00:00.0,1985,360.0,Yes,Yes,No,1,Yes,1,Yes,No,2,48,F,F,F,F,1.0,0.0,0.0,0.0,0.0
18507914,2120 Bush Ave,94806,San Pablo,CA,37.95552,-122.348753,-0.7088194121839204,1,3,-0.5429350170676949,38,-0.7547915539367649,2999,53:15.0,364546,4980.0,00:00.0,1946,600.0,Yes,Yes,Yes,2,Yes,1,No,No,1,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
18514997,5901 Rose Arbor Ave,94806,San Pablo,CA,37.957856,-122.324152,-0.47545092770280883,4,8,1.0303589020268382,42,-0.48817517561847584,4494,53:14.0,735824,9000.0,00:00.0,1986,299.0,Yes,Yes,No,0,Yes,0,No,Yes,2,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
18509417,2424 21st St,94806,San Pablo,CA,37.965268,-122.346552,-0.7942818643896064,2,3,-0.39296016135199235,58,-0.8399660617614613,3214,03:08.0,463754,3000.0,00:00.0,1992,429.0,Yes,Yes,Yes,2,Yes,1,No,Yes,1,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
18541800,2430 Market Ave,94806,San Pablo,CA,37.955996,-122.345033,-0.8650469522032317,1,2,-0.9207562881976378,69,-0.9031100047207534,1995,02:00.0,169731,4586.0,00:00.0,1938,777.0,Yes,Yes,No,0,Yes,0,No,No,0,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
18509105,2855 11th St,94806,San Pablo,CA,37.973533,-122.352649,-0.7942818643896064,1,3,-0.7239142900707782,70,-0.8400405312764992,2699,14:00.0,130974,3998.0,00:00.0,1953,645.0,No,Yes,No,1,No,0,No,No,0,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
18507294,1609 California Ave,94806,San Pablo,CA,37.953611,-122.353889,-0.6877454135053572,3,3,-0.4275697434402314,-1,-0.779226863558604,3214,42:02.6,144279,3149.0,00:00.0,2021,548.0,Yes,Yes,Yes,1,Yes,0,No,Yes,2,48,F,F,F,F,0.0,0.0,0.0,1.0,0.0
19248341,9 Junipero Serra Ave,94901,San Rafael,CA,37.976294,-122.494016,0.06500848763298694,3,3,0.17377174534292197,-1,0.07282850433435117,5840,42:02.6,1010206,11199.0,00:00.0,1956,785.0,Yes,Yes,Yes,2,Yes,1,No,Yes,1,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19295624,20 Westgate Dr,94903,San Rafael,CA,38.040282,-122.597553,3.0239223242356723,4,4,2.2618831980000107,-1,1.146663396699808,9704,42:02.6,2411639,43072.0,00:00.0,1994,1088.0,No,Yes,Yes,2,Yes,3,Yes,No,3,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19247700,86 Highland Ave,94901,San Rafael,CA,37.977142,-122.510778,-0.19161216048235766,4,4,0.2747163597669525,0,0.018605388697317697,5793,27:41.0,1111396,10681.0,00:00.0,1958,593.0,No,Yes,No,1,Yes,1,No,No,2,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19243314,41 Ridgewood Dr,94901,San Rafael,CA,37.986537,-122.543798,-0.14495386082502226,2,3,-0.3381616563789472,-1,-0.14995946148762326,4200,42:02.6,1088726,5998.0,00:00.0,1955,983.0,Yes,Yes,No,2,Yes,1,No,No,1,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19305127,115 Fernwood Dr,94901,San Rafael,CA,37.987413,-122.475306,0.1458828737057016,4,5,0.8695685519085611,1,0.11968224087908395,7710,48:48.0,364630,11374.0,00:00.0,1972,576.0,Yes,Yes,No,2,Yes,1,Yes,Yes,2,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19304615,11 Riviera Pl,94901,San Rafael,CA,37.990472,-122.464569,1.2890112153104185,5,5,1.0274747701861517,-1,1.2381212698558346,8000,42:02.6,1610917,20926.0,00:00.0,1961,978.0,Yes,Yes,Yes,2,Yes,1,No,Yes,2,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19247920,23 Corte Mesa Dr,94901,San Rafael,CA,37.986796,-122.523622,-0.6624721678576339,2,4,-0.23577497603457337,-1,-0.7078602449805342,4350,42:02.6,695314,1999.0,00:00.0,1974,477.0,Yes,Yes,Yes,1,Yes,1,Yes,Yes,2,64,D,B,D,D,0.0,0.0,0.0,0.0,1.0
19304379,140 Riviera Dr,94901,San Rafael,CA,37.98576,-122.467282,0.5743615922255648,4,4,0.7578084430819558,-1,0.554863469382314,7500,42:02.6,1443911,10450.0,00:00.0,1978,791.0,Yes,Yes,Yes,2,No,1,No,Yes,1,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19244261,10 Belloreid Ave,94901,San Rafael,CA,37.977185,-122.546971,-0.3976863173022556,2,3,-0.44199040264366435,-1,-0.39788088863491794,4200,42:02.6,952287,10694.0,00:00.0,1948,842.0,Yes,Yes,Yes,1,Yes,1,No,Yes,1,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19247757,94 Convent Ct,94901,San Rafael,CA,37.988075,-122.512445,0.22364670646792725,3,3,1.1911492521451155,-1,0.19849581096095237,9748,42:02.6,724651,86998.0,00:00.0,1964,532.0,Yes,Yes,No,2,Yes,1,Yes,Yes,2,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19242306,40 Porto Bello Dr,94901,San Rafael,CA,37.969558,-122.501073,-0.5920958992078197,2,2,-0.49823097353705276,-1,-0.6371917781059455,3881,42:02.6,810000,4199.0,00:00.0,1963,692.0,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19303764,10 Oxford Dr,94903,San Rafael,CA,38.006347,-122.517969,-0.3207001228676522,3,3,-0.029559549425482407,-1,-0.35009628315221036,4711,42:02.6,866883,9374.0,00:00.0,1991,638.0,Yes,Yes,Yes,2,Yes,2,No,Yes,1,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19247862,31 Sienna Way,94901,San Rafael,CA,37.984498,-122.515622,0.29829998591966383,5,5,0.763576706763329,-1,0.2805674223257326,7500,42:02.6,1383441,10990.0,00:00.0,1966,670.0,Yes,Yes,Yes,2,Yes,1,Yes,No,3,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19289360,400 Deer Valley Rd APT 4A,94903,San Rafael,CA,38.023912,-122.533901,-0.6317554539165547,2,2,-0.4571320948072689,-1,-0.677917294142344,3731,42:02.6,799000,1285.0,00:00.0,1991,622.0,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19299814,100 Thorndale Dr APT 125,94903,San Rafael,CA,38.003538,-122.54961,-0.7888383960962505,2,1,-0.6409954996510389,-1,-0.834613565368106,2799,42:02.6,595037,1019.0,00:00.0,1985,580.0,Yes,Yes,Yes,1,No,0,Yes,No,4,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19289396,200 Deer Valley Rd APT 2J,94903,San Rafael,CA,38.024363,-122.535341,-0.8176110142182741,2,1,-0.7001202023851139,-1,-0.8671164057857269,2900,42:02.6,547614,286533.7061,00:00.0,1990,591.0,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19248740,71 Inverness Dr,94901,San Rafael,CA,37.980685,-122.48686,1.4647574773530485,4,5,1.6259321271286185,-1,1.5806034666190716,11370,42:02.6,3174533,25134.0,00:00.0,1998,837.0,Yes,Yes,Yes,3,Yes,0,Yes,Yes,2,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
2071134848,289 Yosemite Rd #289,94903,San Rafael,CA,38.010332,-122.532133,-1.0361273842801282,2,3,-0.41459115015714176,-1,-1.0772600685335434,4500,42:02.6,514005,286533.7061,00:00.0,2012,208.0,Yes,Yes,Yes,3,Yes,0,Yes,No,0,64,D,B,D,D,0.0,1.0,0.0,0.0,0.0
19299954,100 Thorndale Dr APT 448,94903,San Rafael,CA,38.003538,-122.54961,-0.9264803800853899,2,2,-0.5761025332355906,-1,-0.9719167337193925,3200,42:02.6,608631,286533.7061,00:00.0,1985,375.0,No,Yes,Yes,1,Yes,0,Yes,No,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
80733598,320 C St,94901,San Rafael,CA,37.96659,-122.531742,0.12721955384276745,4,6,0.9236460239214346,-1,0.08097360754163088,4110,42:02.6,548632,3999.0,00:00.0,1950,555.0,No,Yes,No,1,Yes,0,No,No,0,64,D,B,D,D,0.0,0.0,1.0,0.0,0.0
19289449,100 Deer Valley Rd APT 2F,94903,San Rafael,CA,38.025017,-122.535828,-0.5726549410172633,2,2,-0.4571320948072689,-1,-0.6126013236611106,3712,42:02.6,749452,1285.0,00:00.0,1991,681.0,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19289399,200 Deer Valley Rd APT 2M,94903,San Rafael,CA,38.024363,-122.535341,-0.8137228225801627,2,1,-0.7001202023851139,-1,-0.8594367370474346,2934,42:02.6,141473,932.0,00:00.0,1991,596.0,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19295112,19 Mount Muir Ct,94903,San Rafael,CA,38.027726,-122.573828,-0.14495386082502226,2,4,-0.09661561472144556,-1,-0.1705937229460652,5343,42:02.6,584873,7410.0,00:00.0,1971,798.0,Yes,Yes,Yes,2,Yes,2,Yes,No,1,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19247411,216 Mountain View Ave,94901,San Rafael,CA,37.984766,-122.513246,3.0200341325975613,5,7,2.23953117623469,-1,2.9154695236749686,10275,42:02.6,2436816,61855.0,00:00.0,1948,1094.0,Yes,Yes,No,2,Yes,1,Yes,No,2,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19247628,1460 Grand Ave,94901,San Rafael,CA,37.978644,-122.515226,0.1427723203952126,3,4,-0.15357721857500564,15,0.168708004945758,10720,19:32.0,1398055,14893.0,00:00.0,1909,1052.0,Yes,Yes,No,2,Yes,1,Yes,No,2,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19242834,339 Bahia Ln,94901,San Rafael,CA,37.965267,-122.499038,-0.9505871682416799,1,2,-0.7779917620836517,-1,-0.9959641812837421,2806,42:02.6,348574,1899.0,00:00.0,1973,463.0,Yes,Yes,No,2,Yes,0,Yes,No,0,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19246784,237 Picnic Ave APT 3,94901,San Rafael,CA,37.965294,-122.527493,-0.8494941856507865,2,2,-0.7578028391988456,-1,-0.8951200463364696,2862,42:02.6,496729,1799.0,00:00.0,1971,598.0,No,Yes,No,1,Yes,0,Yes,No,2,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19305097,20 Chateau Pl,94901,San Rafael,CA,37.988832,-122.473486,0.8854169232744674,4,5,1.0909256706812567,-1,0.8394766471681163,7958,42:02.6,1815502,14501.0,00:00.0,1964,801.0,Yes,Yes,No,2,Yes,2,Yes,No,2,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19304165,216 Waterside Cir,94903,San Rafael,CA,38.008296,-122.526615,-0.12551290263446588,3,4,0.5955760270433353,-1,-0.1553119578809785,5219,42:02.6,624774,5114.0,00:00.0,1997,528.0,Yes,Yes,Yes,2,Yes,2,Yes,No,2,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19247179,1219 Grand Ave APT 3,94901,San Rafael,CA,37.974194,-122.518556,-0.8028358859934511,1,2,-0.8010648168091444,-1,-0.8485765994377283,2799,42:02.6,433016,1281.0,00:00.0,1961,717.0,Yes,Yes,Yes,1,Yes,0,No,No,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19247198,490 Canal St APT 14,94901,San Rafael,CA,37.966566,-122.510139,-0.6784137535738901,2,2,-0.4318959412012613,-1,-0.7134454586083832,3558,42:02.6,489641,2134.0,00:00.0,1975,560.0,Yes,Yes,No,2,Yes,1,No,No,2,64,D,B,D,D,0.0,0.0,0.0,0.0,1.0
19289356,400 Deer Valley Rd APT 3F,94903,San Rafael,CA,38.023912,-122.533901,-0.4249036587690346,2,2,-0.381423633989246,-1,-0.4556723352008549,3995,42:02.6,1065000,286533.7061,00:00.0,1990,766.0,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19247793,9 Dominican Dr,94901,San Rafael,CA,37.985718,-122.51545,0.06500848763298694,3,4,0.6568638286579253,-1,0.14016135751453007,6422,42:02.6,1380950,11090.0,00:00.0,1968,599.0,No,Yes,Yes,2,No,1,No,No,2,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19304184,9 Mariners Cir,94903,San Rafael,CA,38.007267,-122.530213,-0.693188881798713,2,3,-0.5688922036338742,-1,-0.7337694304208334,3249,42:02.6,540369,1128.0,00:00.0,1990,637.0,Yes,Yes,Yes,1,Yes,0,Yes,Yes,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19303233,45 Labrea Way,94903,San Rafael,CA,38.013694,-122.514817,-0.5920958992078197,2,4,-0.503999237218426,-1,-0.6052319445688099,4200,42:02.6,342306,6499.0,00:00.0,1955,697.0,Yes,Yes,No,2,Yes,1,No,No,1,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19289471,300 Deer Valley Rd APT 1A,94903,San Rafael,CA,38.025034,-122.534247,-0.5843195159315971,2,2,-0.47299481993104514,-1,-0.6196604131074197,3650,42:02.6,591562,286533.7061,00:00.0,1990,681.0,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19289476,300 Deer Valley Rd APT 2F,94903,San Rafael,CA,38.025034,-122.534247,-0.6092039424155093,2,2,-0.47443688585138843,-1,-0.6448714468442378,3650,42:02.6,187291,286533.7061,00:00.0,1990,657.0,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19302780,15 Tudor Ct,94903,San Rafael,CA,37.995107,-122.526699,-0.8059464393039402,2,2,-0.8558633217821896,-1,-0.8516794958976445,2813,42:02.6,464792,714.0,00:00.0,1986,786.0,Yes,Yes,No,1,Yes,0,Yes,No,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19289314,270 Channing Way APT 14,94903,San Rafael,CA,38.009743,-122.535148,-0.6706373702976676,2,2,-0.39872842503336553,-1,-0.7071620932770531,3994,42:02.6,591035,1368.0,00:00.0,1989,548.0,Yes,Yes,No,2,Yes,1,No,Yes,0,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19289344,400 Deer Valley Rd APT 3B,94903,San Rafael,CA,38.023912,-122.533901,-0.8183886525458963,2,1,-0.7109356967876885,-1,-0.8640135093258109,2934,42:02.6,532050,932.0,00:00.0,1991,599.0,No,Yes,Yes,1,No,1,Yes,No,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19295430,621 Blackstone Dr,94903,San Rafael,CA,38.041694,-122.552354,1.0409445887989186,6,5,3.0225729709810985,-1,0.9358215822485105,8574,42:02.6,2143513,42218.0,00:00.0,1989,483.0,Yes,Yes,Yes,2,Yes,3,No,No,3,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19299790,100 Thorndale Dr APT 136,94903,San Rafael,CA,38.003538,-122.54961,-0.8650469522032317,2,2,-0.5761025332355906,-1,-0.9101690941670626,3214,42:02.6,170373,1089.0,00:00.0,1985,446.0,No,Yes,Yes,2,Yes,0,Yes,No,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19299365,151 La Perdiz Ct,94903,San Rafael,CA,38.001336,-122.547421,-0.4925581932721709,3,3,0.3049997440941617,66,-0.5267286641329332,4998,08:00.0,852390,2879.0,00:00.0,1977,418.0,Yes,Yes,Yes,1,Yes,0,No,No,0,64,D,B,D,D,0.0,0.0,0.0,0.0,1.0
19304269,9 Gable Ct,94903,San Rafael,CA,38.003796,-122.536102,-0.6861901368501128,2,3,-0.3763764032680445,-1,-0.7315974028988922,3995,42:02.6,622141,727.0,00:00.0,1993,522.0,Yes,Yes,No,2,Yes,1,Yes,Yes,3,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19242878,431 Bahia Way,94901,San Rafael,CA,37.964264,-122.499196,-0.966139934794125,1,2,-0.7779917620836517,71,-1.0152021393352217,2806,19:20.0,225077,1899.0,00:00.0,1973,439.0,Yes,Yes,Yes,1,Yes,0,Yes,Yes,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
80756089,111 Vendola Dr,94903,San Rafael,CA,38.011533,-122.526434,-0.2032767353966915,3,4,0.390081633394416,-1,-0.23528911413531545,5736,42:02.6,1015899,286533.7061,00:00.0,1950,549.0,No,Yes,No,1,Yes,1,No,No,1,64,D,B,D,D,0.0,0.0,0.0,1.0,0.0
19299971,100 Thorndale Dr APT 412,94903,San Rafael,CA,38.003538,-122.54961,-0.7102969250064026,2,2,-0.5761025332355906,-1,-0.756265429755225,3214,42:02.6,595801,1089.0,00:00.0,1985,623.0,Yes,Yes,Yes,1,No,0,Yes,Yes,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19289417,200 Deer Valley Rd APT 4A,94903,San Rafael,CA,38.024363,-122.535341,-0.5928735375354419,2,2,-0.4571320948072689,-1,-0.639131088393393,3714,42:02.6,646562,1285.0,00:00.0,1991,661.0,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19299876,100 Thorndale Dr APT 245,94903,San Rafael,CA,38.003538,-122.54961,-1.1714364532864008,1,1,-0.9077776949145481,-1,-1.2178212781677418,2434,42:02.6,237433,649.0,00:00.0,1985,159.0,Yes,Yes,Yes,1,Yes,0,Yes,No,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19299960,100 Thorndale Dr APT 436,94903,San Rafael,CA,38.003538,-122.54961,-1.0781198539717298,1,1,-0.9077776949145481,-1,-1.1264409774232131,2434,42:02.6,333888,649.0,00:00.0,1985,341.0,No,Yes,Yes,1,No,0,Yes,No,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19299912,100 Thorndale Dr APT 318,94903,San Rafael,CA,38.003538,-122.54961,-0.9614741048283915,1,1,-0.7779917620836517,-1,-1.0123319601097995,2679,42:02.6,343522,749.0,00:00.0,1985,446.0,No,Yes,Yes,1,No,0,Yes,No,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19289402,200 Deer Valley Rd APT 2C,94903,San Rafael,CA,38.024363,-122.535341,-0.8953748469804996,2,1,-0.754918707358159,-1,-0.9474814240975534,2849,42:02.6,396764,871.0,00:00.0,1991,528.0,Yes,Yes,Yes,1,Yes,1,Yes,Yes,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
19242236,35 Fairfax St APT 9,94901,San Rafael,CA,37.964666,-122.502525,-1.008132404485727,1,2,-0.7606869710395322,-1,-1.059418413889026,2806,42:02.6,298862,862.0,00:00.0,1963,365.0,Yes,Yes,No,1,Yes,0,Yes,No,1,64,D,B,D,D,1.0,0.0,0.0,0.0,0.0
68040693,2751 Salisbury Way,94582,San Ramon,CA,37.755432,-121.895503,0.029927667397291715,3,4,0.5739450382381859,0,0.14124737127550072,4784,03:25.0,1257691,5222.0,00:00.0,2005,608.0,Yes,Yes,Yes,3,Yes,2,No,Yes,2,86,A+,A,C-,A+,0.0,0.0,0.0,1.0,0.0
124436220,4740 Norris Canyon Rd UNIT 203,94583,San Ramon,CA,37.776917,-121.963375,-0.7258496915588478,2,2,-0.6979571035045989,0,-0.7679788638914082,2824,03:23.0,574161,286533.7061,00:00.0,2015,713.0,Yes,Yes,Yes,2,Yes,0,No,Yes,1,86,A+,A,C-,A+,1.0,0.0,0.0,0.0,0.0
18443725,9540 Brockton Ave,94583,San Ramon,CA,37.727921,-121.936859,-0.3393634427305864,2,3,-0.39728635911302224,0,-0.435813797857392,3628,33:28.0,597599,7300.0,00:00.0,1964,859.0,Yes,Yes,Yes,2,Yes,1,Yes,No,1,86,A+,A,C-,A+,0.0,0.0,0.0,1.0,0.0
18447420,544 Van Buren Pl,94583,San Ramon,CA,37.743587,-121.943138,-0.562545642758174,2,3,-0.7073305319868304,0,-0.5700140697487625,2799,13:10.0,338642,7000.0,00:00.0,1971,947.0,Yes,Yes,Yes,2,Yes,0,No,No,1,86,A+,A,C-,A+,0.0,0.0,0.0,1.0,0.0
111415077,3224 Estero Dr,94583,San Ramon,CA,37.745416,-121.9383,-0.3082579096256961,2,3,-0.34032475525946215,0,-0.19564961185988752,3650,58:11.0,74950,7000.0,00:00.0,1971,840.0,Yes,Yes,Yes,2,Yes,1,No,No,1,86,A+,A,C-,A+,0.0,0.0,0.0,1.0,0.0
18448855,3038 Montevideo Dr,94583,San Ramon,CA,37.750737,-121.952843,-0.04852670819986249,3,4,0.2653429312847211,1,-0.05144249888528778,4629,31:58.0,1224622,7000.0,00:00.0,1978,677.0,Yes,Yes,Yes,3,Yes,1,Yes,No,2,86,A+,A,C-,A+,0.0,0.0,0.0,1.0,0.0
18439759,408 Deerhill Dr,94583,San Ramon,CA,37.776003,-121.991775,-0.09848997074959245,3,4,0.10599464708678719,1,-0.07820498085206395,4128,08:11.0,475685,5110.0,00:00.0,1997,719.0,Yes,Yes,Yes,2,Yes,1,No,Yes,2,86,A+,A,C-,A+,0.0,0.0,0.0,1.0,0.0
