zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,daysOnZillow,zestimate,rentZestimate,timeOnZillow,taxAssessedValue,lotAreaValue,dateSold,CalendarYear built,Price per sqft,HasFlooring,HasHeating,HasCooling,GarageSpaces,HasLaundary,FirePlaces,HasPool,HasSecurity,Stories,Livability,Crime,Employment,Housing,Schools,homeType_CONDO,homeType_MANUFACTURED,homeType_MULTI_FAMILY,homeType_SINGLE_FAMILY,homeType_TOWNHOUSE
54770400,576 Lassen St,94022,Los Altos,CA,37.372726,-122.112101,-0.20483201205193602,2,2,-0.6921888398232258,36,-0.24657745145649013,3394,53:00.0,1456560,688.0,00:00.0,2000,1406.0,Yes,Yes,Yes,1,Yes,0,No,Yes,0,87,A+,A+,D+,A+,0.0,0.0,0.0,0.0,1.0
19628194,796 Terrace Dr,94024,Los Altos,CA,37.344725,-122.090671,4.540317063099073,5,5,2.141470693651346,36,4.484824569103184,14297,33:00.0,3527351,32730.0,00:00.0,2014,1524.0,Yes,Yes,Yes,0,Yes,0,No,Yes,0,87,A+,A+,D+,A+,0.0,0.0,0.0,1.0,0.0
19526157,67 Lyell St,94022,Los Altos,CA,37.375742,-122.112457,3.3723042950104434,6,6,1.8018641694105002,41,3.316331165883297,11411,48:00.0,3468000,7501.0,00:00.0,2021,1346.0,Yes,Yes,Yes,1,No,0,No,No,0,87,A+,A+,D+,A+,0.0,0.0,0.0,1.0,0.0
19525226,686 Spargur Dr,94022,Los Altos,CA,37.387026,-122.096335,4.890254310529087,6,6,2.8343833683762982,43,5.106367310437204,14536,03:00.0,7140000,16605.0,00:00.0,2019,1350.0,Yes,Yes,Yes,1,Yes,0,No,Yes,0,87,A+,A+,D+,A+,0.0,0.0,0.0,1.0,0.0
19526366,541 Tyndall St,94022,Los Altos,CA,37.373407,-122.112707,-0.3401410810582086,2,2,-0.6943519387037407,44,-0.3597113835573753,3229,18:00.0,996918,1849.0,00:00.0,1964,1228.0,Yes,Yes,Yes,0,Yes,0,No,Yes,0,87,A+,A+,D+,A+,1.0,0.0,0.0,0.0,0.0
19523759,1 W Edith Ave APT B210,94022,Los Altos,CA,37.382095,-122.115025,-0.11151541273726526,2,2,-0.3316723597374024,71,-0.1589477768078852,4498,27:00.0,967832,1459.0,00:00.0,1996,1006.0,Yes,Yes,Yes,0,Yes,0,No,Yes,0,87,A+,A+,D+,A+,1.0,0.0,0.0,0.0,0.0
19628454,11666 Winding Way,94024,Los Altos,CA,37.350115,-122.107272,2.0525649575427805,3,4,0.21414959111253418,108,2.1319602414780197,8464,11:00.0,2287095,6133.0,00:00.0,2021,1918.0,Yes,Yes,Yes,1,No,0,No,No,0,87,A+,A+,D+,A+,0.0,0.0,0.0,1.0,0.0
19627739,1417 Country Club Dr,94024,Los Altos,CA,37.355152,-122.095905,4.103284322975364,6,6,1.2913728336089745,114,4.045494768033046,9705,57:00.0,3722935,16857.0,00:00.0,1953,1857.0,Yes,Yes,Yes,2,No,0,No,No,0,87,A+,A+,D+,A+,0.0,0.0,0.0,1.0,0.0
19668075,14225 Lora Dr APT 16,95032,Los Gatos,CA,37.261916,-121.976742,-0.7281826065417145,2,2,-0.6265748404476059,0,-0.7597980773748395,2895,57:00.0,252946,2242.0,00:00.0,1963,643.0,Yes,Yes,Yes,1,No,0,No,No,0,87,A+,A,C,A+,1.0,0.0,0.0,0.0,0.0
19748217,181 Howes Dr,95032,Los Gatos,CA,37.239513,-121.928545,-0.2460468434159156,2,2,-0.5991755879610833,0,-0.24937936695979435,2962,42:00.0,686089,5941.0,00:00.0,1965,1190.0,Yes,Yes,No,1,Yes,0,No,No,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
19668007,418 Clearview Dr,95032,Los Gatos,CA,37.257184,-121.969418,0.029237124562363152,3,3,0.1463724928563994,0,0.03639119120555666,4964,47:00.0,478471,2238.0,00:00.0,1977,777.0,Yes,Yes,Yes,1,Yes,0,No,No,0,87,A+,A,C,A+,0.0,0.0,0.0,0.0,1.0
19750009,443 Alberto Way UNIT B122,95032,Los Gatos,CA,37.228441,-121.9728,-0.8495719494835487,1,1,-0.8299061352160103,0,-0.8910816265938888,2499,01:00.0,364859,435.0,00:00.0,1978,676.0,No,Yes,Yes,0,No,0,No,No,0,87,A+,A,C,A+,1.0,0.0,0.0,0.0,0.0
19749152,16790 Frank Ave,95032,Los Gatos,CA,37.238903,-121.963661,0.6521254249877905,3,3,0.04903304323322709,6,0.6402016549952709,5780,32:00.0,661808,9822.0,00:00.0,1947,1233.0,Yes,Yes,Yes,1,Yes,0,No,No,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
19749761,120 Oak Rim Way APT 23,95032,Los Gatos,CA,37.236919,-121.965213,-0.414016722182323,2,2,-0.6337851700493223,6,-0.43420029169823565,2900,07:00.0,977976,670.0,00:00.0,1971,1038.0,Yes,Yes,Yes,0,No,0,No,No,0,87,A+,A,C,A+,1.0,0.0,0.0,0.0,0.0
19666888,150 Calle Larga,95032,Los Gatos,CA,37.263254,-121.98713,-0.09051917789146433,3,3,0.08364262532146613,7,-0.11070782126968488,5000,13:00.0,1193858,2835.0,00:00.0,1980,735.0,Yes,Yes,Yes,2,Yes,0,No,No,0,87,A+,A,C,A+,1.0,0.0,0.0,0.0,0.0
19750815,17115 Phillips Ave,95030,Los Gatos,CA,37.219971,-121.957391,2.1669648871959457,4,5,0.8666844200678745,7,2.287385876603446,9879,08:00.0,3491449,43786.0,00:00.0,1965,1409.0,Yes,Yes,Yes,1,Yes,0,No,No,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
19749967,453 Alberto Way UNIT D243,95032,Los Gatos,CA,37.228449,-121.971764,-0.7250720532312255,2,2,-0.656858224774815,9,-0.7545440979440866,2635,07:00.0,112963,435.0,00:00.0,1978,674.0,Yes,Yes,Yes,0,Yes,0,No,Yes,0,87,A+,A,C,A+,1.0,0.0,0.0,0.0,0.0
19750995,244 Loma Alta Ave,95030,Los Gatos,CA,37.217438,-121.967454,1.77892336171244,4,4,0.7945811240507098,10,1.9148816051422908,7484,02:00.0,3181000,11020.0,00:00.0,2019,1291.0,Yes,Yes,Yes,1,Yes,0,No,Yes,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
19666379,108 Calle Nivel,95032,Los Gatos,CA,37.263024,-121.987366,-0.16828301065368997,3,3,-0.20332849282684926,13,-0.18387256834627605,4800,41:00.0,924048,3380.0,00:00.0,1974,852.0,Yes,Yes,Yes,2,Yes,0,No,Yes,0,87,A+,A,C,A+,0.0,0.0,0.0,0.0,1.0
19750676,135 Longmeadow Dr,95032,Los Gatos,CA,37.226588,-121.957954,2.009104306688628,3,4,0.5314040935880587,14,2.020466965880315,7729,53:00.0,2333409,16230.0,00:00.0,1956,1579.0,Yes,Yes,Yes,1,Yes,0,No,Yes,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
153438907,17435 Phillips Ave,95030,Los Gatos,CA,37.21825,-121.959652,3.6452553480058554,5,5,2.3411968236188923,14,3.588565338242264,12901,02:00.0,4113905,63074.0,00:00.0,2017,1219.0,Yes,Yes,Yes,1,Yes,0,No,Yes,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
54771861,102 Heintz Ct,95032,Los Gatos,CA,37.23332,-121.925317,1.6630552508967238,4,5,1.716782280110246,15,1.785865497511325,7473,27:00.0,2529992,25243.0,00:00.0,2004,872.0,Yes,Yes,Yes,3,Yes,0,No,No,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
19743703,230 Tait Ave,95030,Los Gatos,CA,37.227948,-121.983602,1.849532921860541,4,6,0.306441810014505,17,1.8932202849556166,6939,27:00.0,1523409,4700.0,00:00.0,1889,1702.0,Yes,Yes,Yes,0,No,0,No,No,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
69299778,282 Shannon Oaks Ln,95032,Los Gatos,CA,37.218724,-121.910465,3.567404419750936,7,6,2.1357024299699727,20,3.5128546646203116,12178,04:00.0,4777759,111125.0,00:00.0,2006,1270.0,Yes,Yes,Yes,1,Yes,0,No,Yes,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
19667938,103 Lancewood Pl,95032,Los Gatos,CA,37.258407,-121.96989,0.06803194545078228,3,3,0.1463724928563994,29,0.05940304707640928,4843,03:00.0,792460,2221.0,00:00.0,1977,801.0,Yes,Yes,Yes,2,Yes,0,No,No,0,87,A+,A,C,A+,0.0,0.0,0.0,0.0,1.0
19751855,120 Arroyo Del Rancho,95032,Los Gatos,CA,37.220004,-121.922562,2.634325522096922,5,5,2.3094713733713395,30,2.7264573615432957,9729,27:00.0,3265350,93836.0,00:00.0,1996,976.0,Yes,Yes,Yes,1,Yes,0,No,No,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
153344489,904 Teakwood Ct,95032,Los Gatos,CA,37.261968,-121.972388,0.535479675844452,2,3,1.2704628777639966,43,0.5099490431250288,1678,23:00.0,1147091,8280.0,00:00.0,1963,625.0,No,Yes,Yes,1,No,0,No,No,0,87,A+,A,C,A+,0.0,0.0,1.0,0.0,0.0
19750751,16441 S Kennedy Rd,95030,Los Gatos,CA,37.222314,-121.955512,3.296095738903462,6,4,2.7262284243505515,52,3.24208118076985,11296,41:00.0,4304042,51583.0,00:00.0,1976,1026.0,Yes,Yes,Yes,1,Yes,0,No,No,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
19750010,443 Alberto Way UNIT B222,95032,Los Gatos,CA,37.228446,-121.972813,-0.844828355685053,1,2,-0.8299061352160103,54,-0.8887591085936416,2499,02:00.0,77477,435.0,00:00.0,1978,684.0,Yes,Yes,Yes,0,Yes,0,No,Yes,0,87,A+,A,C,A+,1.0,0.0,0.0,0.0,0.0
153434055,15675 Gum Tree Ln,95032,Los Gatos,CA,37.230579,-121.942641,2.7906308259489956,6,5,4.175504674295562,59,2.5606633978970597,10148,51:00.0,4889880,93553.0,00:00.0,2017,674.0,Yes,Yes,Yes,5,Yes,0,No,Yes,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
19667943,110 Lancewood Pl,95032,Los Gatos,CA,37.257992,-121.970128,0.06500848763298694,3,5,0.2761584256872958,73,0.057934601326753994,4995,02:00.0,967832,2221.0,00:00.0,1977,736.0,Yes,Yes,Yes,2,No,0,Yes,No,0,87,A+,A,C,A+,0.0,0.0,0.0,0.0,1.0
19668162,14225 Lora Dr APT 103,95032,Los Gatos,CA,37.261916,-121.976742,-0.9031901121731033,1,1,-0.7952965531277713,84,-0.9486830207516559,2199,21:00.0,472892,2242.0,00:00.0,1963,551.0,Yes,Yes,Yes,0,Yes,0,No,No,0,87,A+,A,C,A+,1.0,0.0,0.0,0.0,0.0
19754564,555 Santa Rosa Dr,95032,Los Gatos,CA,37.224861,-121.911777,2.868394658711221,6,4,2.4406993721225794,130,2.724087524372035,10040,34:00.0,4615542,88675.0,00:00.0,2001,999.0,Yes,Yes,Yes,3,No,0,No,No,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
64837291,17203 Deer Park Rd,95032,Los Gatos,CA,37.219518,-121.924536,4.365348439384064,7,5,2.2445784069558914,211,4.150645723266682,13503,04:00.0,2759140,120225.0,00:00.0,2004,1436.0,Yes,Yes,Yes,3,Yes,0,No,Yes,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
19744195,16861 Sheldon Rd,95030,Los Gatos,CA,37.223616,-121.999667,1.3092298118285972,5,4,1.067852615955764,323,1.574863108168227,7130,40:00.0,2563877,250905.0,00:00.0,1979,969.0,Yes,Yes,Yes,8,Yes,0,No,Yes,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
19744535,130 Wood Rd,95030,Los Gatos,CA,37.218927,-121.987366,4.19037903803073,6,6,3.14154340940942,766,3.921816418037251,14437,33:00.0,4369680,96677.0,00:00.0,1937,1115.0,Yes,Yes,Yes,4,No,0,No,No,0,87,A+,A,C,A+,0.0,0.0,0.0,1.0,0.0
15578871,536 5th Ave,94063,Redwood City,CA,37.475016,-122.20236,-0.6348660072270438,1,2,-0.8573053877025328,0,-0.5834340969378995,3963,08:00.0,606732,3001.0,00:00.0,1952,1089.0,Yes,Yes,Yes,1,No,0,No,No,0,73,B+,B+,C+,D-,0.0,0.0,0.0,1.0,0.0
52394205,1105 Hidden Oaks Dr,94025,Menlo Park,CA,37.437302,-122.196719,1.818582916421175,3,4,0.31797833737725134,0,2.021401713438865,7533,06:00.0,3636867,10010.0,00:00.0,1968,1674.0,Yes,Yes,Yes,2,No,0,No,Yes,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15568696,888 15th Ave,94025,Menlo Park,CA,37.476188,-122.187689,0.028459486234740896,2,3,-0.503999237218426,1,0.15885630868552444,4500,32:00.0,1650968,6194.0,00:00.0,1949,1351.0,Yes,Yes,No,1,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
2123662719,976 Menlo Ave,94025,Menlo Park,CA,37.44761,-122.18644,0.37995201032000075,3,2,-0.28985244804744686,2,0.33129977944536054,4964,33:00.0,514005,45916.0,00:00.0,1988,1384.0,Yes,Yes,Yes,2,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,0.0,1.0
15583532,575 Gilbert Ave,94025,Menlo Park,CA,37.459893,-122.160892,0.5199269092920069,2,3,0.05840647171545849,3,0.6069921299089042,4955,51:00.0,166446,6316.0,00:00.0,1950,1140.0,Yes,Yes,No,1,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,1.0,0.0,0.0
15587212,226 Oak Ct,94025,Menlo Park,CA,37.458483,-122.149659,0.6039118486752106,3,3,0.05191717507391368,4,0.6972026386880442,6499,02:00.0,1294048,6019.0,00:00.0,1949,1199.0,Yes,Yes,No,2,Yes,0,No,Yes,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15584075,1971 Menalto Ave,94025,Menlo Park,CA,37.46086,-122.152518,0.13732885210185677,1,2,-0.5328405556252919,4,0.2513226231910236,4200,43:00.0,1129010,7300.0,00:00.0,1927,1515.0,Yes,Yes,No,1,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15596623,888 Harvard Ave,94025,Menlo Park,CA,37.444651,-122.176166,1.6202851428774996,3,4,0.3251886669789678,4,1.647884346283547,8702,03:00.0,2759141,5349.0,00:00.0,1939,1559.0,Yes,Yes,Yes,1,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
52394214,14 Wood Ln,94025,Menlo Park,CA,37.437373,-122.195617,2.011437221671495,3,4,0.5133782695837675,4,2.0979928339313183,9107,27:00.0,2463129,10001.0,00:00.0,1956,1596.0,Yes,Yes,Yes,2,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15598290,2111 Camino De Los Robles,94025,Menlo Park,CA,37.434118,-122.207883,2.051874414707852,3,4,0.35402998538583363,9,2.003062819636646,9542,38:00.0,2216756,5967.0,00:00.0,2021,1763.0,Yes,Yes,No,4,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15594542,1340 Cotton St,94025,Menlo Park,CA,37.443994,-122.195789,1.8488237157057494,2,3,0.029565153308592627,9,1.9913183565358634,7500,11:00.0,1494442,10998.0,00:00.0,1950,2035.0,Yes,Yes,Yes,4,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15639191,20 Willow Rd APT 26,94025,Menlo Park,CA,37.449344,-122.172068,-0.2514903117092714,2,2,-0.6330641370891508,9,-0.26744986021823064,3464,01:00.0,1100000,1045.0,00:00.0,1965,1237.0,Yes,Yes,Yes,2,Yes,0,No,Yes,0,80,B+,A+,C+,B-,1.0,0.0,0.0,0.0,0.0
15579798,410 8th Ave,94025,Menlo Park,CA,37.471056,-122.201433,0.29829998591966383,4,5,0.18098207494463844,10,0.32967075880390456,6336,01:00.0,1829256,5349.0,00:00.0,1935,919.0,Yes,Yes,No,3,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15635450,21 Willow Rd APT 37,94025,Menlo Park,CA,37.449976,-122.172932,-0.2460468434159156,2,3,-0.36628194182564144,10,-0.29058272905101995,5499,40:00.0,122297,1393.0,00:00.0,1976,918.0,Yes,Yes,Yes,1,No,0,No,No,0,80,B+,A+,C+,B-,1.0,0.0,0.0,0.0,0.0
122244915,23 Bishop Ln,94025,Menlo Park,CA,37.416548,-122.188687,1.4647574773530485,5,4,0.5054469070218794,11,1.417313540415988,9126,34:00.0,2434886,5022.0,00:00.0,2013,1334.0,Yes,Yes,Yes,1,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15599995,2415 Sharon Oaks Dr,94025,Menlo Park,CA,37.425818,-122.195811,0.29285651762630804,3,3,0.029565153308592627,11,0.35154617884631295,6493,51:00.0,1850073,3619.0,00:00.0,1967,1014.0,Yes,Yes,Yes,2,Yes,0,No,Yes,0,80,B+,A+,C+,B-,0.0,0.0,0.0,0.0,1.0
15587220,1295 Woodland Ave,94025,Menlo Park,CA,37.457937,-122.149696,1.5425213101152742,3,4,-0.05695880191200498,11,1.70896408737288,6799,43:00.0,706592,15420.0,00:00.0,1946,1954.0,No,Yes,No,0,No,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
52394391,1335 Hoover St,94025,Menlo Park,CA,37.454254,-122.18788,0.22053615315743821,3,3,-0.43910627080297776,11,0.17604480362522956,4380,33:00.0,950675,1149.0,00:00.0,2000,1447.0,Yes,Yes,Yes,2,Yes,0,No,Yes,0,80,B+,A+,C+,B-,0.0,0.0,0.0,0.0,1.0
55007575,1222 N Lemon Ave,94025,Menlo Park,CA,37.438446,-122.198754,4.964129951653202,5,6,1.7600442577205448,11,4.754188562236728,16166,23:00.0,4496554,18377.0,00:00.0,2002,1834.0,Yes,Yes,Yes,7,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15634502,1330 University Dr APT 44,94025,Menlo Park,CA,37.45228,-122.189809,0.22364670646792725,2,3,0.025238955547562746,13,0.17915623305041042,5817,07:00.0,530409,1698.0,00:00.0,1973,972.0,Yes,Yes,Yes,0,Yes,0,No,No,0,80,B+,A+,C+,B-,1.0,0.0,0.0,0.0,0.0
15634503,1330 University Dr APT 45,94025,Menlo Park,CA,37.45228,-122.189809,0.14665973439499624,2,3,0.022354823706876158,17,0.11621087546455285,5817,48:00.0,500836,1742.0,00:00.0,1973,923.0,Yes,Yes,Yes,0,Yes,0,No,Yes,0,80,B+,A+,C+,B-,1.0,0.0,0.0,0.0,0.0
15595821,946 Evelyn St,94025,Menlo Park,CA,37.449461,-122.183998,0.30210108206508146,2,3,-0.4823682484132766,27,0.3707554351055384,5052,31:00.0,2175136,5000.0,00:00.0,1927,1600.0,Yes,Yes,No,0,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15569252,320 Terminal Ave,94025,Menlo Park,CA,37.478388,-122.162391,-0.24371392843304884,3,4,-0.34537198598066365,27,-0.2167415505461671,4500,48:00.0,54840,5850.0,00:00.0,1952,901.0,No,Yes,No,1,No,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15598522,2060 Oakley Ave,94025,Menlo Park,CA,37.433884,-122.203852,2.2657249548039724,5,4,0.7087782017902838,27,2.216660781868464,10113,51:00.0,2601677,5998.0,00:00.0,2021,1559.0,Yes,Yes,Yes,1,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
82787341,4 Coleman Pl,94025,Menlo Park,CA,37.462008,-122.160927,1.19647225432337,2,3,2.1176766059656815,30,1.1458101001733312,9282,02:00.0,1820233,7200.0,00:00.0,1956,649.0,No,Yes,No,0,No,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,1.0,0.0,0.0
2080573801,1238 Hoover St,94025,Menlo Park,CA,37.453525,-122.185547,0.8620877734457997,3,4,-0.10454697728333366,32,0.7335127330619822,5958,57:00.0,514005,3998.0,00:00.0,2013,1533.0,Yes,Yes,Yes,1,Yes,0,No,Yes,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15635446,21 Willow Rd APT 33,94025,Menlo Park,CA,37.449976,-122.172932,-0.632533092244177,1,1,-0.7361718503936963,34,-0.667086634049007,2618,48:00.0,612113,1045.0,00:00.0,1976,889.0,Yes,Yes,Yes,0,Yes,0,No,Yes,0,80,B+,A+,C+,B-,1.0,0.0,0.0,0.0,0.0
15594911,920 Cloud Ave,94025,Menlo Park,CA,37.432819,-122.198091,2.0658719046050527,4,4,0.3158152384967364,42,2.0255316686270133,9526,48:00.0,2164606,5501.0,00:00.0,2021,1811.0,Yes,Yes,Yes,1,Yes,0,No,Yes,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15579020,486 7th Ave,94025,Menlo Park,CA,37.473482,-122.201007,0.041679337804319254,2,3,-0.5112095668201424,49,0.09136365633765987,4500,38:00.0,1592225,5998.0,00:00.0,1941,1376.0,Yes,Yes,Yes,0,Yes,0,No,Yes,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15635372,451 Oak Grove Ave APT 2,94025,Menlo Park,CA,37.45632,-122.182355,-0.06719002806279664,2,3,-0.2819210854855588,50,-0.11458644184457997,4500,04:00.0,1447471,1742.0,00:00.0,1975,998.0,Yes,Yes,Yes,0,Yes,0,No,No,0,80,B+,A+,C+,B-,1.0,0.0,0.0,0.0,0.0
15568534,828 14th Ave,94025,Menlo Park,CA,37.477125,-122.19072,1.153702146304146,5,4,0.5155413684642826,66,1.1144390412394647,7429,48:00.0,1662042,5384.0,00:00.0,2021,1175.0,Yes,Yes,No,2,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15599029,103 Stanford Ave,94025,Menlo Park,CA,37.426606,-122.192081,1.468558573498466,3,4,0.5306830606278871,108,1.4172305379356853,9207,10:00.0,3449533,5998.0,00:00.0,2020,1318.0,Yes,Yes,Yes,1,Yes,0,No,Yes,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15569331,1307 Hill Ave,94025,Menlo Park,CA,37.476084,-122.164072,-0.24215865177780432,2,4,-0.5616818740321577,125,-0.2643997129981331,4285,34:00.0,1179998,5000.0,00:00.0,1955,1140.0,Yes,Yes,No,1,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
15599103,2101 Clayton Dr,94025,Menlo Park,CA,37.429278,-122.197275,1.4647574773530485,3,4,0.7852076955684784,212,1.413434919841093,9410,17:00.0,807294,9265.0,00:00.0,1928,1162.0,No,Yes,Yes,2,Yes,0,No,No,0,80,B+,A+,C+,B-,0.0,0.0,0.0,1.0,0.0
80751103,180 Locust Ave,94941,Mill Valley,CA,37.901969,-122.534797,1.0020626724178059,4,6,1.500472392058752,-1,0.8052672136975415,12500,42:02.6,1545192,8999.0,00:00.0,1918,725.0,No,Yes,Yes,1,Yes,0,No,No,0,86,A,A+,C,A+,0.0,0.0,1.0,0.0,0.0
19256380,316 Hillside Ave,94941,Mill Valley,CA,37.911218,-122.544063,0.22053615315743821,3,4,0.594133961122992,-1,0.7042679339272732,8500,42:02.6,1449574,7126.0,00:00.0,1962,691.0,Yes,Yes,No,2,Yes,1,No,No,3,86,A,A+,C,A+,0.0,0.0,0.0,1.0,0.0
19258166,12 Tennyson Dr,94941,Mill Valley,CA,37.897098,-122.518431,-0.5539916211543291,2,2,-0.5905231924390235,-1,-0.6566624533919189,3800,42:02.6,379305,1442.0,00:00.0,1975,817.0,Yes,Yes,No,2,Yes,1,Yes,Yes,1,86,A,A+,C,A+,1.0,0.0,0.0,0.0,0.0
19265816,290 Morning Sun Ave,94941,Mill Valley,CA,37.881107,-122.528135,-0.3782453591116992,2,2,-0.430453875280918,-1,-0.049503188597840225,5339,42:02.6,892222,3001.0,00:00.0,1979,851.0,Yes,Yes,Yes,2,Yes,1,No,Yes,2,86,A,A+,C,A+,0.0,0.0,0.0,1.0,0.0
19255899,81 Woodside Ln,94941,Mill Valley,CA,37.898603,-122.540714,0.5315914842063407,3,4,0.03317031810945086,-1,0.12294028216199585,6950,42:02.6,1126288,6782.0,00:00.0,1952,1168.0,Yes,Yes,No,3,Yes,1,No,No,1,86,A,A+,C,A+,0.0,0.0,0.0,1.0,0.0
80735894,473 Panoramic Hwy,94941,Mill Valley,CA,37.899852,-122.56571,0.6132435086066776,4,5,1.7528339281188283,-1,0.9933803115799538,14512,42:02.6,2307318,13499.0,00:00.0,1979,552.0,No,Yes,No,5,No,1,Yes,No,3,86,A,A+,C,A+,0.0,0.0,0.0,1.0,0.0
19258295,4226 Shelter Bay Ave,94941,Mill Valley,CA,37.891984,-122.519392,-0.5928735375354419,2,2,-0.6236907086069193,1,-0.639131088393393,4150,27:07.0,571355,2801.0,00:00.0,1965,806.0,No,Yes,No,1,Yes,1,Yes,No,1,86,A,A+,C,A+,1.0,0.0,0.0,0.0,0.0
124263350,120 Coronet Ave,94941,Mill Valley,CA,37.909052,-122.545645,0.29829998591966383,3,4,0.3223045351382812,-1,0.925969885988277,7131,42:02.6,2023215,28905.0,00:00.0,1976,843.0,Yes,Yes,Yes,2,Yes,1,No,Yes,2,86,A,A+,C,A+,0.0,0.0,0.0,1.0,0.0
19263798,981 Greenhill Rd,94941,Mill Valley,CA,37.890261,-122.540013,0.5315914842063407,3,5,0.6265804443307161,-1,0.4869100369101519,8500,42:02.6,1829244,8250.0,00:00.0,1976,823.0,Yes,Yes,Yes,2,Yes,1,No,No,3,86,A,A+,C,A+,0.0,0.0,0.0,1.0,0.0
80730921,58 Madrone Park Cir,94941,Mill Valley,CA,37.891372,-122.54825,-0.3588044009211428,3,3,0.06345370243666003,-1,-0.383607564919304,5066,42:02.6,897643,9300.0,00:00.0,1927,573.0,Yes,Yes,No,2,Yes,4,No,No,3,86,A,A+,C,A+,0.0,0.0,0.0,1.0,0.0
19256491,33 Oakdale Ave,94941,Mill Valley,CA,37.907574,-122.545249,0.29829998591966383,2,3,-0.32013583237465604,-1,0.31159638692489344,5000,42:02.6,1596243,3302.0,00:00.0,1925,1353.0,Yes,Yes,No,1,No,1,No,No,0,86,A,A+,C,A+,0.0,0.0,0.0,1.0,0.0
19262416,110 Seminary Dr APT 2E,94941,Mill Valley,CA,37.888814,-122.511656,-0.47933834170259254,2,3,-0.4246856115995448,-1,-0.5011297683386254,4250,42:02.6,922350,1799.0,00:00.0,1974,748.0,Yes,Yes,No,2,Yes,1,Yes,Yes,3,86,A,A+,C,A+,1.0,0.0,0.0,0.0,0.0
19264901,917 Ventura Way,94941,Mill Valley,CA,37.88632,-122.53844,0.6093553169685664,4,4,0.6215332136095146,-1,0.5626982829436021,8500,42:02.6,1487991,8107.0,00:00.0,1991,861.0,Yes,Yes,No,2,Yes,3,No,Yes,3,86,A,A+,C,A+,0.0,0.0,0.0,1.0,0.0
19263071,522 Pixie Trl,94941,Mill Valley,CA,37.899569,-122.551023,0.920410648017469,3,4,0.41243365515973707,-1,0.9285297755677078,8498,42:02.6,2449226,12188.0,00:00.0,1961,1122.0,Yes,Yes,Yes,2,Yes,0,No,No,2,86,A,A+,C,A+,0.0,0.0,0.0,1.0,0.0
