zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,daysOnZillow,zestimate,rentZestimate,timeOnZillow,taxAssessedValue,lotAreaValue,dateSold,CalendarYear built,Price per sqft,HasFlooring,HasHeating,HasCooling,GarageSpaces,HasLaundary,FirePlaces,HasPool,HasSecurity,Stories,Livability,Crime,Employment,Housing,Schools
24969307,2745 Colony View Pl,94541,Hayward,CA,37.668237,-122.051191,1168000,3,4,1942,SINGLE_FAMILY,6,1285100,3995,23:07.0,470729,6520,00:00.0,1986,601,Yes,Yes,No,2,Yes,2,Yes,Yes,2,61,D+,C-,C-,F
24960993,19461 Western Blvd #5,94541,Hayward,CA,37.682972,-122.107738,550000,2,2,973,CONDO,6,589900,2484,13:21.0,450951,6080,00:00.0,1953,565,Yes,Yes,No,2,Yes,0,No,No,1,61,D+,C-,C-,F
24969907,25652 University Ct,94542,Hayward,CA,37.662343,-122.055805,949000,3,3,1735,SINGLE_FAMILY,6,1022300,3599,48:21.0,546043,5045,00:00.0,1986,547,Yes,Yes,Yes,2,Yes,1,No,No,2,61,D+,C-,C-,F
2068455704,25105 Del Mar Ave,94542,Hayward,CA,37.659084,-122.071326,1299000,4,4,2204,SINGLE_FAMILY,6,1299000,4500,33:14.0,514005,3931,,2021,589,Yes,No,No,2,Yes,0,No,Yes,2,61,D+,C-,C-,F
24966528,2537 Jacobs St,94541,Hayward,CA,37.686829,-122.059112,1000000,4,4,1774,SINGLE_FAMILY,6,1099900,3669,13:15.0,656733,5000,00:00.0,1953,564,Yes,Yes,Yes,2,Yes,1,No,No,0,61,D+,C-,C-,F
2068457274,437 Viebrock Way,94544,Hayward,CA,37.626539,-122.061265,298000,2,2,1728,MANUFACTURED,6,298000,4500,53:13.0,514005,1728,,1980,172,Yes,Yes,Yes,2,Yes,0,Yes,Yes,0,61,D+,C-,C-,F
121848104,2253 Gibbons St,94541,Hayward,CA,37.661876,-122.092872,818000,3,3,1809,CONDO,7,865800,3499,38:10.0,829600,286533.7061,00:00.0,2014,452,Yes,Yes,Yes,2,Yes,0,No,Yes,0,61,D+,C-,C-,F
24986562,1447 Roosevelt Ave,94544,Hayward,CA,37.633785,-122.082002,884200,2,3,1210,SINGLE_FAMILY,7,958143,3113,11:00.0,145659,5035,,1955,731,Yes,Yes,No,1,Yes,0,No,No,0,61,D+,C-,C-,F
24970142,4090 Woodstock Rd,94542,Hayward,CA,37.659457,-122.024245,1899000,3,4,2962,SINGLE_FAMILY,7,2011000,5488,28:16.0,689628,9018,00:00.0,1994,641,Yes,Yes,Yes,3,Yes,2,Yes,Yes,2,61,D+,C-,C-,F
2077320024,"Plan 3 WLH Plan, SoHay Line",94544,Hayward,CA,37.630486,-122.050005,809000,2,2,1501,TOWNHOUSE,7,809000,2250,16:00.0,514005,286533.7061,,2021,539,No,No,No,1,No,0,No,No,0,61,D+,C-,C-,F
24989026,27479 Bahama Ave,94545,Hayward,CA,37.627262,-122.101752,849000,3,4,1281,SINGLE_FAMILY,7,916300,3200,23:17.0,751277,5300,00:00.0,1957,663,Yes,Yes,No,0,Yes,0,No,No,2,61,D+,C-,C-,F
24984772,926 Cheryl Ann Cir APT 24,94544,Hayward,CA,37.635864,-122.076936,569000,2,2,1060,CONDO,7,595100,2549,03:00.0,383676,212834,00:00.0,1979,537,Yes,Yes,No,1,Yes,0,No,No,0,61,D+,C-,C-,F
24975724,21490 Hesperian Blvd,94541,Hayward,CA,37.66269,-122.115841,765000,1,3,1040,SINGLE_FAMILY,7,827000,2999,38:17.0,571131,6375,00:00.0,1950,736,Yes,Yes,Yes,2,Yes,1,No,No,1,61,D+,C-,C-,F
24984775,934 Cheryl Ann Cir APT 27,94544,Hayward,CA,37.635859,-122.076923,490000,1,2,977,CONDO,8,523894,2434,13:00.0,147890,212834,00:00.0,1979,502,Yes,Yes,No,1,Yes,0,No,No,0,61,D+,C-,C-,F
2077320022,"Plan 2 WLH Plan, SoHay Line",94544,Hayward,CA,37.630486,-122.050005,793000,2,2,1286,TOWNHOUSE,8,793000,2250,16:00.0,514005,286533.7061,,2021,617,No,No,No,1,No,0,No,No,0,61,D+,C-,C-,F
24962903,943 Cherry Way,94541,Hayward,CA,37.682475,-122.097785,699000,2,3,1320,SINGLE_FAMILY,8,833400,3111,08:21.0,664663,6500,00:00.0,1939,530,Yes,Yes,Yes,1,Yes,0,No,Yes,1,61,D+,C-,C-,F
24959807,490 Ginger Ave,94541,Hayward,CA,37.674407,-122.120717,850000,2,3,1289,SINGLE_FAMILY,8,915800,3099,03:37.0,793000,5859,00:00.0,1951,659,Yes,Yes,Yes,2,Yes,1,No,No,1,61,D+,C-,C-,F
2068484297,20 Crystal Gate Cmns,94544,Hayward,CA,37.657274,-122.090788,739000,2,3,1475,CONDO,8,739000,4500,28:11.0,514005,138271,,1992,501,Yes,Yes,Yes,1,Yes,1,Yes,Yes,2,61,D+,C-,C-,F
2068484583,164 Poplar Ave,94541,Hayward,CA,37.671196,-122.101933,1097000,3,7,2470,MULTI_FAMILY,8,1097000,4500,08:07.0,514005,11100,,1941,444,No,No,No,4,No,0,No,No,0,61,D+,C-,C-,F
24962759,975 Saint James Ct,94541,Hayward,CA,37.683125,-122.098176,699000,1,2,1186,SINGLE_FAMILY,8,716100,2799,03:13.0,273028,3360,00:00.0,1926,589,Yes,Yes,Yes,1,Yes,1,No,Yes,1,61,D+,C-,C-,F
24971787,22530 3rd St APT 302,94541,Hayward,CA,37.676977,-122.077855,659000,2,3,1470,CONDO,8,718200,3295,03:21.0,371886,286533.7061,00:00.0,1994,448,Yes,Yes,No,2,Yes,1,No,Yes,3,61,D+,C-,C-,F
24979399,26088 Kay Ave APT 216,94545,Hayward,CA,37.638736,-122.097938,429000,1,2,840,CONDO,9,440100,2392,28:12.0,271414,286533.7061,00:00.0,1985,511,Yes,Yes,No,0,Yes,1,Yes,Yes,1,61,D+,C-,C-,F
2068492640,1150 W Winton Ave #525,94545,Hayward,CA,37.653014,-122.111788,150000,1,2,800,MANUFACTURED,9,150000,4500,23:03.0,514005,800,,1971,188,Yes,Yes,No,0,Yes,0,Yes,No,0,61,D+,C-,C-,F
89031029,24257 Ridgecreek Ln,94541,Hayward,CA,37.673785,-122.062573,1399888,3,5,3006,SINGLE_FAMILY,9,1505300,5084,48:17.0,654131,7984,00:00.0,2008,466,Yes,Yes,Yes,2,Yes,1,No,Yes,2,61,D+,C-,C-,F
24975314,23377 Ida Ln,94541,Hayward,CA,37.661176,-122.101201,715000,1,2,841,SINGLE_FAMILY,10,799891,2469,03:00.0,3362,5000,00:00.0,1951,850,Yes,Yes,No,0,Yes,0,No,No,0,61,D+,C-,C-,F
24987844,27658 Miami Ave,94545,Hayward,CA,37.628109,-122.0845,849888,2,3,1119,SINGLE_FAMILY,10,906000,3127,33:31.0,57306,5300,,1955,760,Yes,Yes,Yes,2,Yes,0,No,Yes,1,61,D+,C-,C-,F
24971370,2199 Beckham Ln,94541,Hayward,CA,37.670449,-122.059117,1269000,3,4,2805,SINGLE_FAMILY,13,1399192,5358,18:00.0,713461,13886,00:00.0,1991,452,Yes,Yes,Yes,1,Yes,0,No,No,0,61,D+,C-,C-,F
24976132,23022 Lilla Rd,94541,Hayward,CA,37.659309,-122.106842,999000,1,3,1025,SINGLE_FAMILY,13,1064893,3063,33:00.0,179748,5519,,1951,975,Yes,Yes,Yes,1,Yes,0,No,No,0,61,D+,C-,C-,F
24902891,28090 Dobbel Ave,94542,Hayward,CA,37.648988,-122.03657,1248000,3,4,2060,SINGLE_FAMILY,13,1373000,4200,28:00.0,933438,9504,00:00.0,1978,606,No,Yes,No,1,Yes,0,No,No,0,61,D+,C-,C-,F
24964984,21103 Gary Dr APT 107D,94546,Hayward,CA,37.687841,-122.090939,549000,2,2,1025,CONDO,13,577900,2600,13:16.0,356730,286533.7061,00:00.0,1993,536,Yes,Yes,No,1,Yes,1,Yes,Yes,1,61,D+,C-,C-,F
18466767,3637 Bickerstaff Rd,94549,Lafayette,CA,37.889358,-122.126369,1049000,1,2,1095,SINGLE_FAMILY,0,988500,3334,53:23.0,76418,7020,,1946,958,Yes,Yes,Yes,1,Yes,1,No,Yes,1,87,A+,A+,C-,A+
18464031,883 Las Trampas Rd,94549,Lafayette,CA,37.883531,-122.097794,2698000,4,5,3608,SINGLE_FAMILY,0,2659400,7788,53:10.0,2055981,20038,00:00.0,1946,748,Yes,Yes,Yes,3,Yes,3,No,No,3,87,A+,A+,C-,A+
95455836,125 Camellia Ln,94549,Lafayette,CA,37.899481,-122.162584,4395000,6,5,4498,SINGLE_FAMILY,0,4396300,10999,43:09.0,844261,143748,00:00.0,2021,977,Yes,Yes,Yes,2,Yes,1,No,No,2,87,A+,A+,C-,A+
18412754,1144 Palomares Ct,94549,Lafayette,CA,37.89978,-122.092516,1295000,2,3,1800,SINGLE_FAMILY,1,1316800,4900,48:19.0,399119,18731,,1990,719,Yes,Yes,Yes,2,Yes,1,No,No,1,87,A+,A+,C-,A+
2068420515,1030 Brown Ave,94549,Lafayette,CA,37.894319,-122.110292,1049000,1,2,1400,SINGLE_FAMILY,2,1049000,4500,33:12.0,514005,6500,,1942,749,Yes,Yes,Yes,0,No,0,No,Yes,1,87,A+,A+,C-,A+
18463591,833 Rosedale Ave,94549,Lafayette,CA,37.886946,-122.116977,1595000,2,3,1894,SINGLE_FAMILY,3,1748600,4965,48:09.0,893126,10800,00:00.0,1950,842,Yes,Yes,No,2,Yes,1,Yes,No,1,87,A+,A+,C-,A+
18464847,473 Florence Dr,94549,Lafayette,CA,37.863643,-122.10184,2150000,3,4,2237,SINGLE_FAMILY,3,2243900,4570,38:10.0,1141176,10010,00:00.0,1951,961,Yes,Yes,Yes,2,Yes,1,No,No,1,87,A+,A+,C-,A+
18466131,740 Moraga Rd,94549,Lafayette,CA,37.878697,-122.123635,1595000,3,5,2685,SINGLE_FAMILY,5,1634900,6499,23:09.0,175847,29880,,1974,594,Yes,Yes,No,2,Yes,1,Yes,Yes,2,87,A+,A+,C-,A+
18465242,525 Silverado Dr,94549,Lafayette,CA,37.856779,-122.088941,1695000,2,4,2175,SINGLE_FAMILY,6,1695000,4500,18:16.0,171998,13500,,1963,779,Yes,Yes,Yes,2,Yes,1,Yes,Yes,1,87,A+,A+,C-,A+
18464182,637 Sweet Ct,94549,Lafayette,CA,37.8724,-122.099865,979000,2,4,1177,SINGLE_FAMILY,7,1026700,3599,58:08.0,96560,9375,,1949,832,Yes,Yes,Yes,2,Yes,0,No,No,1,87,A+,A+,C-,A+
111414278,4107 Coralee Ln,94549,Lafayette,CA,37.881342,-122.161211,1698000,3,4,2900,SINGLE_FAMILY,7,1740800,6274,38:17.0,841287,33106,,1974,586,Yes,Yes,Yes,0,Yes,2,No,Yes,0,87,A+,A+,C-,A+
18419312,3185 Old Tunnel Rd,94549,Lafayette,CA,37.894889,-122.093386,1850000,3,4,2220,SINGLE_FAMILY,8,1850000,4500,28:18.0,402533,14375,,1954,833,Yes,Yes,No,2,Yes,1,No,No,2,87,A+,A+,C-,A+
18404459,3326 Vaughn Rd,94549,Lafayette,CA,37.933327,-122.103597,1250000,1,3,1575,SINGLE_FAMILY,8,1374900,3354,18:16.0,998618,41875,00:00.0,1949,794,Yes,No,No,2,Yes,1,No,No,1,87,A+,A+,C-,A+
18462751,1142 Garden Ln,94549,Lafayette,CA,37.900366,-122.11911,1749500,3,3,2411,SINGLE_FAMILY,9,1796800,5969,38:11.0,1365500,14300,00:00.0,1958,726,Yes,Yes,Yes,2,Yes,2,No,No,2,87,A+,A+,C-,A+
18401570,1099 Country Club Dr,94549,Lafayette,CA,37.951841,-122.10162,1000000,2,4,1555,SINGLE_FAMILY,13,1018600,3599,48:15.0,87129,18000,,1963,643,Yes,Yes,Yes,2,Yes,1,No,No,1,87,A+,A+,C-,A+
18419209,6 Olde Creek Pl,94549,Lafayette,CA,37.896129,-122.094846,1700000,3,5,2290,SINGLE_FAMILY,14,1700000,5134,43:10.0,716761,6150,00:00.0,1998,742,Yes,Yes,Yes,2,Yes,1,Yes,No,2,87,A+,A+,C-,A+
18466308,3605 Mosswood Dr,94549,Lafayette,CA,37.887366,-122.130308,1349000,2,3,1573,SINGLE_FAMILY,18,1349000,4128,13:16.0,846542,7320,00:00.0,1949,858,Yes,Yes,Yes,2,Yes,0,No,No,1,87,A+,A+,C-,A+
18463458,1031 Pleasant Hill Rd,94549,Lafayette,CA,37.893797,-122.095676,1935000,3,5,3096,SINGLE_FAMILY,18,1935000,4500,43:17.0,691652,21998,00:00.0,1965,625,Yes,Yes,Yes,2,Yes,0,No,Yes,0,87,A+,A+,C-,A+
18403715,3260 Gloria Ter,94549,Lafayette,CA,37.938828,-122.097999,1550000,3,3,2211,SINGLE_FAMILY,20,1650000,4529,13:17.0,265498,17100,,1973,701,Yes,Yes,Yes,2,Yes,1,Yes,Yes,2,87,A+,A+,C-,A+
18463480,3279 Mount Diablo Ct APT 14,94549,Lafayette,CA,37.895878,-122.098259,875000,2,3,1697,CONDO,22,875000,3399,08:16.0,628536,864,00:00.0,1987,516,Yes,Yes,Yes,1,Yes,1,Yes,No,2,87,A+,A+,C-,A+
18404658,1825 Del Rio Dr,94549,Lafayette,CA,37.930205,-122.096473,1150000,2,4,1750,SINGLE_FAMILY,25,1150009,3999,03:00.0,988107,15002,00:00.0,1963,657,Yes,Yes,Yes,2,Yes,0,No,No,0,87,A+,A+,C-,A+
18487363,3 Wellesley Ct,94549,Lafayette,CA,37.912477,-122.158382,3875000,7,7,5290,SINGLE_FAMILY,68,3875000,11320,10:05.0,3474684,186001,00:00.0,1983,733,Yes,Yes,Yes,2,Yes,3,No,Yes,2,87,A+,A+,C-,A+
18404987,1553 Rancho View Dr,94549,Lafayette,CA,37.921886,-122.103493,4299000,7,6,5187,SINGLE_FAMILY,69,4299000,12559,58:09.0,3377185,43560,00:00.0,1956,829,Yes,Yes,Yes,2,Yes,2,Yes,Yes,0,87,A+,A+,C-,A+
18404380,3456 Shangri La Rd,94549,Lafayette,CA,37.92583,-122.11241,1999000,3,5,2879,SINGLE_FAMILY,77,2088900,6617,38:12.0,679477,35719,,1966,694,Yes,Yes,Yes,2,Yes,2,Yes,No,0,87,A+,A+,C-,A+
18463431,1009 Regio Ct,94549,Lafayette,CA,37.893117,-122.097736,2375000,3,5,3045,SINGLE_FAMILY,78,2375000,4500,53:14.0,158486,18690,00:00.0,1962,780,Yes,Yes,Yes,2,Yes,3,No,Yes,2,87,A+,A+,C-,A+
18465797,3 Lucas Ct,94549,Lafayette,CA,37.864796,-122.087249,2148000,4,4,4109,SINGLE_FAMILY,119,2148000,6276,44:46.0,1875580,184259,00:00.0,1989,523,Yes,Yes,Yes,4,Yes,4,No,Yes,3,87,A+,A+,C-,A+
18411843,1220 Woodborough Rd,94549,Lafayette,CA,37.90739,-122.090213,2650000,4,4,4630,SINGLE_FAMILY,119,2650000,7741,29:56.0,1051806,46173,,1979,572,Yes,Yes,Yes,2,Yes,2,No,Yes,2,87,A+,A+,C-,A+
95427427,8 Valley Vista Ln,94549,Lafayette,CA,37.901545,-122.109586,3925000,6,4,4116,SINGLE_FAMILY,140,3925000,11466,44:33.0,1004803,86684,00:00.0,2021,954,No,Yes,Yes,4,Yes,2,No,No,1,87,A+,A+,C-,A+
18463454,3211 Ameno Dr,94549,Lafayette,CA,37.892182,-122.094897,2200000,4,5,3325,SINGLE_FAMILY,148,2200000,6426,14:28.0,1421737,42500,00:00.0,1936,662,Yes,Yes,No,3,Yes,2,Yes,No,1,87,A+,A+,C-,A+
18466668,9 Mountain View Ln,94549,Lafayette,CA,37.882297,-122.130332,6990000,4,4,5917,SINGLE_FAMILY,182,6989500,20421,40:02.0,2073896,432600,,1982,1181,Yes,Yes,Yes,3,Yes,2,Yes,Yes,0,87,A+,A+,C-,A+
18405033,1536 Pleasant Hill Rd,94549,Lafayette,CA,37.922578,-122.095121,1700000,4,4,2815,SINGLE_FAMILY,196,1700000,5395,00:00.0,1257291,13939,00:00.0,1939,604,No,Yes,Yes,0,Yes,0,No,No,0,87,A+,A+,C-,A+
19531678,617 Arboleda Dr,94024,Los Altos,CA,37.37315,-122.099372,4598000,3,4,2937,SINGLE_FAMILY,1,4976659,8448,54:00.0,1501286,10149,,1989,1566,Yes,Yes,Yes,1,Yes,0,No,No,0,87,A+,A+,D+,A+
19621195,1614 Clay Dr,94024,Los Altos,CA,37.349236,-122.068379,3998000,3,4,3363,SINGLE_FAMILY,1,4317840,8065,07:00.0,1721605,11922,00:00.0,1968,1189,Yes,Yes,Yes,1,Yes,0,No,No,0,87,A+,A+,D+,A+
325805504,4880 El Camino Real #44,94022,Los Altos,CA,37.398444,-122.109064,2695000,3,3,1713,CONDO,1,2118500,6358,52:00.0,940398,286533.7061,,2021,1573,Yes,Yes,Yes,0,Yes,0,No,Yes,0,87,A+,A+,D+,A+
19621174,1644 Fallen Leaf Ln,94024,Los Altos,CA,37.351134,-122.066178,3698000,3,4,2523,SINGLE_FAMILY,2,4248800,7360,13:23.0,1883540,10804,00:00.0,1970,1466,Yes,Yes,Yes,2,No,0,No,No,0,87,A+,A+,D+,A+
19524315,771 Jordan Ave,94022,Los Altos,CA,37.395914,-122.10962,3650000,2,3,1716,SINGLE_FAMILY,3,3994900,5784,57:00.0,98599,13468,,1909,2127,No,Yes,No,0,No,0,No,No,0,87,A+,A+,D+,A+
19525987,548 Shirlynn Ct,94022,Los Altos,CA,37.373021,-122.110086,3400000,2,3,2191,SINGLE_FAMILY,3,3989824,5995,32:00.0,1292231,9317,00:00.0,1952,1552,Yes,Yes,No,2,Yes,0,No,No,0,87,A+,A+,D+,A+
19523301,84 Alma Ct,94022,Los Altos,CA,37.389303,-122.115898,4198000,3,4,2502,SINGLE_FAMILY,4,4445400,7203,32:00.0,211509,11138,,1963,1678,Yes,Yes,Yes,1,Yes,0,No,No,0,87,A+,A+,D+,A+
19523190,500 Patrick Way,94022,Los Altos,CA,37.390134,-122.119271,4198000,3,5,3005,SINGLE_FAMILY,6,4630269,8246,12:00.0,216460,13094,,1960,1397,Yes,Yes,No,0,Yes,0,No,No,0,87,A+,A+,D+,A+
19523370,66 Sylvian Way,94022,Los Altos,CA,37.386515,-122.115711,6995000,6,5,5445,SINGLE_FAMILY,8,7108739,14546,48:00.0,5228154,11613,00:00.0,2017,1285,Yes,Yes,Yes,2,Yes,0,No,Yes,0,87,A+,A+,D+,A+
19523753,1 W Edith Ave APT A204,94022,Los Altos,CA,37.382095,-122.115025,1495000,2,2,1325,CONDO,9,1497495,4115,01:00.0,396203,1306,00:00.0,1996,1128,No,Yes,Yes,1,Yes,0,No,Yes,0,87,A+,A+,D+,A+
19524051,150 W Edith Ave APT 3,94022,Los Altos,CA,37.381175,-122.117846,950000,2,2,1086,CONDO,9,956070,3300,34:00.0,906000,1306,00:00.0,1968,875,Yes,Yes,No,1,Yes,0,No,No,0,87,A+,A+,D+,A+
94702260,893 Laverne Way,94022,Los Altos,CA,37.398598,-122.125181,7188000,7,5,5973,SINGLE_FAMILY,9,7284131,14303,14:00.0,3895145,25944,,2009,1203,Yes,Yes,Yes,0,Yes,0,No,No,0,87,A+,A+,D+,A+
19526450,575 Tyndall St APT 1,94022,Los Altos,CA,37.372851,-122.112836,1298000,2,2,1192,CONDO,13,1310991,3628,18:00.0,617827,1260,00:00.0,1977,1089,Yes,Yes,No,0,Yes,0,No,Yes,0,87,A+,A+,D+,A+
64482698,107 Higgins Ave,94022,Los Altos,CA,37.383439,-122.099693,5888000,3,4,4089,SINGLE_FAMILY,14,6170656,10438,54:00.0,2422047,15328,00:00.0,1948,1440,No,Yes,Yes,0,No,0,No,No,0,87,A+,A+,D+,A+
54770725,23958 Spalding Ave,94024,Los Altos,CA,37.350485,-122.107957,3688000,3,4,2194,SINGLE_FAMILY,14,4076753,6913,51:00.0,2197612,6860,00:00.0,2000,1681,Yes,Yes,Yes,1,Yes,0,No,No,0,87,A+,A+,D+,A+
19526315,7 Los Altos Sq,94022,Los Altos,CA,37.398464,-122.11115,1748000,3,2,1440,TOWNHOUSE,15,1764337,4570,35:00.0,144874,1097,,1964,1214,Yes,Yes,No,0,Yes,0,No,Yes,0,87,A+,A+,D+,A+
124030464,100 1st St UNIT 217,94022,Los Altos,CA,37.380682,-122.120215,2998000,2,2,1672,CONDO,16,2998026,5799,21:00.0,3060000,889,00:00.0,2015,1793,Yes,Yes,Yes,0,Yes,0,No,Yes,0,87,A+,A+,D+,A+
2068576415,0 Riverside Dr,94024,Los Altos,CA,37.369077,-122.096535,3699888,5,5,5410,SINGLE_FAMILY,16,3876540,12706,33:00.0,514005,16984,,2021,684,No,No,No,1,No,0,No,No,0,87,A+,A+,D+,A+
19523656,60 Los Altos Ave,94022,Los Altos,CA,37.382696,-122.121737,2990000,3,3,1683,SINGLE_FAMILY,28,3474190,6784,59:00.0,569458,19397,,1955,1777,Yes,Yes,No,3,Yes,0,No,No,0,87,A+,A+,D+,A+
54770400,576 Lassen St,94022,Los Altos,CA,37.372726,-122.112101,1348000,2,2,959,TOWNHOUSE,36,1355048,3394,53:00.0,1456560,688,00:00.0,2000,1406,Yes,Yes,Yes,1,Yes,0,No,Yes,0,87,A+,A+,D+,A+
19628194,796 Terrace Dr,94024,Los Altos,CA,37.344725,-122.090671,7450000,5,5,4889,SINGLE_FAMILY,36,7454384,14297,33:00.0,3527351,32730,00:00.0,2014,1524,Yes,Yes,Yes,0,Yes,0,No,Yes,0,87,A+,A+,D+,A+
19526157,67 Lyell St,94022,Los Altos,CA,37.375742,-122.112457,5948000,6,6,4418,SINGLE_FAMILY,41,5948058,11411,48:00.0,3468000,7501,00:00.0,2021,1346,Yes,Yes,Yes,1,No,0,No,No,0,87,A+,A+,D+,A+
19525226,686 Spargur Dr,94022,Los Altos,CA,37.387026,-122.096335,7900000,6,6,5850,SINGLE_FAMILY,43,8255626,14536,03:00.0,7140000,16605,00:00.0,2019,1350,Yes,Yes,Yes,1,Yes,0,No,Yes,0,87,A+,A+,D+,A+
19526366,541 Tyndall St,94022,Los Altos,CA,37.373407,-122.112707,1174000,2,2,956,CONDO,44,1209205,3229,18:00.0,996918,1849,00:00.0,1964,1228,Yes,Yes,Yes,0,Yes,0,No,Yes,0,87,A+,A+,D+,A+
19523759,1 W Edith Ave APT B210,94022,Los Altos,CA,37.382095,-122.115025,1468000,2,2,1459,CONDO,71,1468013,4498,27:00.0,967832,1459,00:00.0,1996,1006,Yes,Yes,Yes,0,Yes,0,No,Yes,0,87,A+,A+,D+,A+
19522258,26 4th St APT 11,94022,Los Altos,CA,37.380828,-122.116133,1525000,2,2,1651,CONDO,107,1525000,4500,17:00.0,200647,2178,,1976,924,Yes,Yes,Yes,1,No,0,No,No,0,87,A+,A+,D+,A+
19628454,11666 Winding Way,94024,Los Altos,CA,37.350115,-122.107272,4250888,3,4,2216,SINGLE_FAMILY,108,4421264,8464,11:00.0,2287095,6133,00:00.0,2021,1918,Yes,Yes,Yes,1,No,0,No,No,0,87,A+,A+,D+,A+
19627739,1417 Country Club Dr,94024,Los Altos,CA,37.355152,-122.095905,6888000,6,6,3710,SINGLE_FAMILY,114,6888036,9705,57:00.0,3722935,16857,00:00.0,1953,1857,Yes,Yes,Yes,2,No,0,No,No,0,87,A+,A+,D+,A+
51073639,488 Gabilan St,94022,Los Altos,CA,37.374078,-122.110904,2288000,3,3,1600,TOWNHOUSE,133,2289305,5200,04:00.0,1264829,775,,1998,1430,Yes,Yes,Yes,1,Yes,0,No,Yes,0,87,A+,A+,D+,A+
2068391600,68/72 Broadway,95030,Los Gatos,CA,37.221723,-121.985114,5495000,5,6,4728,SINGLE_FAMILY,0,5495000,4500,18:00.0,514005,17855,,1935,1162,Yes,Yes,Yes,0,Yes,0,No,Yes,0,87,A+,A,C,A+
2068391884,1586 Hyde Dr,95032,Los Gatos,CA,37.265566,-121.989595,1875000,2,4,1854,SINGLE_FAMILY,0,1875000,4500,02:00.0,514005,6503,,1967,1011,No,Yes,Yes,1,Yes,0,No,No,0,87,A+,A,C,A+
19668075,14225 Lora Dr APT 16,95032,Los Gatos,CA,37.261916,-121.976742,675000,2,2,1050,CONDO,0,693446,2895,57:00.0,252946,2242,00:00.0,1963,643,Yes,Yes,Yes,1,No,0,No,No,0,87,A+,A,C,A+
19748217,181 Howes Dr,95032,Los Gatos,CA,37.239513,-121.928545,1295000,2,2,1088,SINGLE_FAMILY,0,1351436,2962,42:00.0,686089,5941,00:00.0,1965,1190,Yes,Yes,No,1,Yes,0,No,No,0,87,A+,A,C,A+
19668007,418 Clearview Dr,95032,Los Gatos,CA,37.257184,-121.969418,1649000,3,3,2122,TOWNHOUSE,0,1719828,4964,47:00.0,478471,2238,00:00.0,1977,777,Yes,Yes,Yes,1,Yes,0,No,No,0,87,A+,A,C,A+
19750009,443 Alberto Way UNIT B122,95032,Los Gatos,CA,37.228441,-121.9728,518900,1,1,768,CONDO,0,524206,2499,01:00.0,364859,435,00:00.0,1978,676,No,Yes,Yes,0,No,0,No,No,0,87,A+,A,C,A+
19749152,16790 Frank Ave,95032,Los Gatos,CA,37.238903,-121.963661,2450000,3,3,1987,SINGLE_FAMILY,6,2498211,5780,32:00.0,661808,9822,00:00.0,1947,1233,Yes,Yes,Yes,1,Yes,0,No,No,0,87,A+,A,C,A+
19749761,120 Oak Rim Way APT 23,95032,Los Gatos,CA,37.236919,-121.965213,1079000,2,2,1040,CONDO,6,1113180,2900,07:00.0,977976,670,00:00.0,1971,1038,Yes,Yes,Yes,0,No,0,No,No,0,87,A+,A,C,A+
2070312310,"Town Plan 2 Plan, Bellaterra @ North 40",95032,Los Gatos,CA,37.248209,-121.956939,1598000,3,2,1508,TOWNHOUSE,7,1598000,2324,16:00.0,514005,286533.7061,,2021,1060,No,Yes,Yes,2,No,0,No,No,0,87,A+,A,C,A+
19666888,150 Calle Larga,95032,Los Gatos,CA,37.263254,-121.98713,1495000,3,3,2035,CONDO,7,1530200,5000,13:00.0,1193858,2835,00:00.0,1980,735,Yes,Yes,Yes,2,Yes,0,No,No,0,87,A+,A,C,A+
19750815,17115 Phillips Ave,95030,Los Gatos,CA,37.219971,-121.957391,4398000,4,5,3121,SINGLE_FAMILY,7,4621626,9879,08:00.0,3491449,43786,00:00.0,1965,1409,Yes,Yes,Yes,1,Yes,0,No,No,0,87,A+,A,C,A+
2070312311,"Flat Plan 3 Plan, Bellaterra @ North 40",95032,Los Gatos,CA,37.248209,-121.956939,1395000,2,1,1263,CONDO,8,1395000,2324,16:00.0,514005,286533.7061,,2021,1105,No,Yes,Yes,1,No,0,No,No,0,87,A+,A,C,A+
19667143,101 Elm Wood Ct,95032,Los Gatos,CA,37.264983,-121.976126,1199999,3,3,1631,TOWNHOUSE,8,1240999,4329,38:00.0,317020,1920,,1975,736,Yes,Yes,Yes,1,Yes,0,No,No,0,87,A+,A,C,A+
19749967,453 Alberto Way UNIT D243,95032,Los Gatos,CA,37.228449,-121.971764,679000,2,2,1008,CONDO,9,700219,2635,07:00.0,112963,435,00:00.0,1978,674,Yes,Yes,Yes,0,Yes,0,No,Yes,0,87,A+,A,C,A+
19748880,473 Wraight Ave,95032,Los Gatos,CA,37.228695,-121.978596,1595000,1,2,788,SINGLE_FAMILY,10,1660128,3397,32:00.0,54655,5501,,1945,2024,Yes,Yes,No,1,Yes,0,No,No,0,87,A+,A,C,A+
19750995,244 Loma Alta Ave,95030,Los Gatos,CA,37.217438,-121.967454,3899000,4,4,3021,SINGLE_FAMILY,10,4141424,7484,02:00.0,3181000,11020,00:00.0,2019,1291,Yes,Yes,Yes,1,Yes,0,No,Yes,0,87,A+,A,C,A+
